,0
0100000100,17
0001001000,15
0001000101,14
1001000100,893
0000000101,9
0010000100,18
1100110100,16
0000000011,918
1000101110,20
0101011000,20
0100110010,15
0000011100,916
1101010100,16
0100000110,16
0000000010,10
1000011101,24
0000101011,20
0100010010,17
0001101000,15
0010000001,21
1101001100,22
1101110101,20
1100010001,17
1011101000,14
1001001100,21
1111100111,17
0000101111,15
0110010100,20
1111010100,18
1110110111,13
0011101011,19
1110010000,18
1111101111,19
1111011011,17
0101010001,16
0000011010,20
0111000010,16
1001111010,12
1001000000,13
1001011100,18
0111111101,13
0010001111,20
1110101001,17
1101011000,17
1011010011,19
0101101000,17
0111000000,24
0111000110,16
1010011001,12
0100001110,17
1100101111,21
1100010011,14
1011100110,13
0110000000,17
0111101011,13
0101010101,19
0110000001,17
1011010001,21
0001010111,15
1011010111,24
1110011101,17
0001101011,22
0011011010,20
1011000111,19
0010110110,21
1111011000,11
1110101110,17
0000100101,20
0011010011,13
1101100100,21
0111001000,19
0000110100,20
1010111100,18
1011011111,16
1010010001,17
0000110001,22
1010000010,13
0001111010,10
1100110101,19
1011000010,17
1101110100,14
0000010010,13
0011100001,19
1000111101,16
0011111110,10
1011001001,21
1010001000,15
1011110111,10
0001011011,15
0011011001,22
0101001010,16
1011000101,17
0001101001,14
1111000110,13
1010011100,13
1111100110,16
0000101010,16
1000011111,10
0010010111,22
0011001111,22
1101000100,13
1010100100,21
1000010000,12
1110101000,15
1000011011,14
0100000011,19
0001010101,16
1100100111,11
0001001011,13
0001001001,20
1110001100,22
0000010111,19
0010111011,16
1100011110,12
1100010101,8
1001010001,16
0011111001,16
1111011100,27
1110000100,32
1111010010,18
1010011011,13
0001011101,11
0100100011,18
0101011111,18
1111101000,25
0010100011,14
1100110011,18
1110000110,28
0101110000,24
0010000011,19
1110001000,27
0110100010,18
1111000010,20
0001010001,16
0101001001,13
0111010010,14
0100110001,19
0011010111,14
0010110100,16
0000000110,16
0100001011,18
1001101101,16
1001110001,18
1010010101,11
1111110111,17
0011100111,17
0100011000,22
0111100011,17
1001101000,21
1111010001,18
0000001001,21
1010011111,30
1101101111,16
0100011100,15
