,0
1001011011,17
0101000100,21
0010001110,25
0110010000,23
0001001101,20
0110101100,30
0111100100,21
0000010101,11
1101100110,19
0011101011,19
1110110011,20
1001001001,19
0010101110,10
0010000101,14
1000100100,26
0001111001,18
0011100100,13
0000000011,519
0000011100,477
1001000100,431
1010111001,12
1101110011,15
1000000101,23
0000110110,21
1101001111,22
1100000011,24
1100010110,21
1110100001,19
1001100101,21
0101111100,22
1110011101,19
0011011010,14
1010100101,16
1100110010,20
1011101000,19
0010100111,17
1110000010,17
1111111101,17
1111001100,19
0011100000,15
1111101000,19
1010110100,21
0100101000,18
0000000000,18
0101011111,22
1000101011,18
0001011111,23
1111100110,21
1010000110,17
1000111110,19
0101110111,20
0010011001,20
1001100110,20
0000110010,18
1111011111,21
0011011100,13
1100010111,25
1010000111,20
1100000010,19
1001001100,24
1100011110,20
0001110011,13
1101100100,18
1111010110,13
1111011011,17
1001010111,22
1000001101,19
0111010110,23
1000101010,18
0011101111,19
1111101101,21
0001111000,22
0000101001,22
0101101000,25
0101111011,16
0001011011,25
1011100111,26
1111000001,21
0010111111,21
1010010101,18
0100010111,19
0001111100,20
1000100110,19
1100010010,17
1110001111,17
1000011110,20
0011010101,19
1001010000,22
1100101110,28
1001001110,22
1111011010,20
0011010000,23
1000111101,19
1000110111,18
0010000110,16
1110010001,19
0011111110,14
1011011100,27
1100011100,11
1011001100,25
1011110001,24
0110111101,20
1000101110,10
1000000011,21
1111011001,20
1110000100,17
0100111100,16
1111110110,17
1100000111,20
0010001100,22
0010010110,12
0111001111,14
0011110000,22
1111101011,12
1100101011,22
0110000001,18
1000001010,19
0111010100,10
0001110111,16
0001011101,23
0011001110,19
0111101011,24
0101010101,22
1011100001,16
1111000110,19
1001110001,18
1001011110,19
1101101010,17
1110000111,16
0100010011,13
1001100111,21
0011110011,20
0100001101,18
1010110001,19
0010111000,20
1110111010,22
0011000011,18
1011001110,18
0100110001,26
1001000110,11
0010011100,28
0111001011,26
0110001100,17
1101010111,16
0110001111,21
0010101101,13
1110101111,24
0110011001,16
1111111110,17
0000100010,15
1110001101,17
1101101001,17
0110100010,21
0011111111,18
0101010001,20
1010001011,21
0101100110,18
0100110011,11
1111111001,16
1000111010,14
1110100111,13
1001110111,24
0101100100,24
0010001011,16
1010010011,16
0001001110,17
0011100010,13
0100111011,22
0100011111,22
0001001010,19
1010100110,21
0001100000,24
1010100111,20
0000100000,18
0101011000,22
0111101101,15
1011110010,14
0110101010,21
1011001001,13
1110001100,21
0011001000,27
0101010110,21
0011101101,21
0111111110,16
1100101101,17
0001000001,20
1000010100,17
1101110110,25
0010010111,16
0111011001,12
0111001000,16
1011100011,22
0001101100,20
0100010000,13
0010110000,18
0110100000,18
0010100010,13
1011110100,16
1000100111,20
1000101111,24
0010000111,23
1111000010,22
0110000000,20
0000000010,22
0111010010,24
0110011110,22
1101001010,14
1001000001,21
0110011101,18
1011111010,10
1100011111,18
1111010001,17
0110000010,24
0001010111,19
1000111000,22
0000001110,24
1001010011,17
1001100100,20
0011010100,20
1110110100,14
1100011101,18
0000100001,26
0001100001,11
0100010100,18
0000101101,26
0001101001,18
0000001011,21
0000000001,24
0111000111,18
0011010001,20
0101111010,13
0101000111,26
1010011001,25
1011010010,25
1101111111,19
1100000000,26
1110001000,15
0010000100,15
1000001011,23
0011111001,17
0001111111,17
1011000011,26
1000100010,16
1101100001,12
0100100000,17
0010111011,15
1100101100,13
1110000000,14
1110010011,17
1000111100,20
0000001001,30
1111010000,22
0100000011,15
1011011110,30
0101101010,16
0101101001,15
1000001110,21
0001010000,22
0101111111,18
1111010011,25
0111101100,20
0100001100,17
0011110010,14
1111110001,30
1000010110,21
1101111101,12
0110001000,16
1100100101,18
0110101001,16
1110110000,19
1011101010,17
1100001001,20
0010000001,22
0100101011,14
0000100110,23
1111001011,20
0010100110,24
1011000000,12
1000011111,19
1000001111,16
0011100101,21
0001010011,18
1010111010,16
0101000101,17
0111111101,23
1110011110,18
1101010110,16
1001010110,22
1000000111,18
1010011011,19
1001010101,17
0010100100,33
1011000010,15
1111001000,17
0001000101,24
1001101001,17
0010111110,20
1000010111,18
1110111001,17
0111000110,22
1111100000,15
0110110000,15
0001010010,24
1110010000,14
1011000111,16
0101011100,16
1111110010,16
1110010110,29
1110100100,21
0101001101,29
0001100010,14
0111111111,25
0100111001,16
1011100010,12
1001110010,26
0010110110,16
0110011011,24
0110110110,20
0110111010,15
0011110101,12
1000100001,19
0001001001,18
0100110000,20
0000001000,17
0110111011,15
1101010100,16
0111010000,16
0011100011,16
1011100101,21
1110000101,14
1111101001,19
1010000100,19
1001100011,14
1011101111,16
1000100011,17
1100110011,21
0011000101,14
1011001010,15
1010101010,23
1011101100,23
0011011111,19
0010100000,24
1011001011,22
1111101010,15
1101110001,18
0110100110,17
1001101010,15
0100000100,20
1000000001,22
0101100001,25
0111110010,22
1000100000,19
0100110111,20
0000010011,20
0101110001,7
0011110110,20
1110000001,24
1101100010,15
1110011001,15
1101000000,20
0110101110,19
1000111011,12
0111110011,26
1110101000,15
0110101111,18
1100000001,22
0111000101,18
0100011010,21
0111100011,18
1110111000,16
1100001010,14
1110010100,20
0000000100,23
1011111000,11
0001011100,23
0100101010,20
1100101111,12
0000111011,12
0111111000,23
1000110010,11
0100011011,17
1100010101,24
1100011001,20
0010010010,21
0010110111,21
1010110101,24
0100110110,22
1111001010,9
0001010101,18
0000010010,24
1010101100,22
1010110110,15
0111110111,15
0001001100,18
0110000111,10
0111011011,19
1001011000,16
0010100001,10
1110011000,18
1101010000,24
1001110011,27
1101001011,19
1010001101,14
1100111101,19
0111000011,26
1110111100,12
0110010101,24
1110110001,23
0111111011,17
0001101110,23
1111000101,32
0100000110,14
0000010111,13
1011111011,21
0100011101,9
1100010011,12
0011100001,19
1011100100,18
0101001100,21
1010110000,18
0100000000,15
0110001001,20
1010100000,21
1011011010,15
1000001100,17
1101000011,24
1011111110,15
1000110101,23
0000001111,20
1010001110,21
0011011101,18
0010000000,20
1001001000,24
1011011011,19
1101110111,17
1101100101,16
1111000011,23
0011001101,20
1000110011,24
0100100001,31
0111100101,19
1101000111,11
0110010001,17
0101110101,21
0100010001,23
0001100110,18
1011111100,15
1110011011,24
0101110100,15
1000011101,15
1110010010,21
1110100010,13
1110100011,20
1100101001,12
1111100101,20
1000010011,25
0101010111,17
0010001010,27
0111110110,13
0001110010,22
1011010111,24
0010010001,18
1001111101,18
0110011010,19
1000111111,23
0010001101,25
0111111010,27
1111111011,28
0100000101,18
0000100111,23
1111111010,16
0100111110,19
0000111110,18
1110110111,14
1111110100,18
0010011000,14
1001011100,19
1010101101,22
1100111001,25
1011001000,17
1111110111,22
1001110000,23
1111001001,17
0000101011,20
1010111100,16
0011110001,16
1001101111,23
1100010100,16
0110100100,15
1100000101,20
0100101001,15
0101000011,19
0001011000,31
0101101100,18
0110000101,19
1110111111,15
1100011011,24
1010100010,9
0100000111,14
0100001110,18
1011000101,13
0101011101,24
1100111100,17
0111010111,10
1000000100,21
1000010000,23
1100111110,19
0101111101,16
0010101001,19
0000011101,10
0100001010,18
0000001101,19
1011110111,20
1110000011,17
1111111000,15
1100110111,20
1111011110,19
1110101100,18
1111110000,17
1010000010,19
1111101100,23
1111111111,14
0101101101,16
0110010111,14
0001101111,20
1100011000,16
1001100000,14
0110011111,12
1000011000,21
1100110100,18
0110100001,27
1111000000,17
0101111000,20
1010000011,12
1010011110,19
1001111110,16
0100100111,14
0001010100,17
0111101111,24
1101000101,22
0110100111,16
0100001001,16
1101011011,13
0001110101,20
1010010010,17
0001100011,25
1001110100,18
0100100010,17
1100100111,16
0010110101,15
1110101110,17
1101111011,19
0110110100,15
0011001011,19
0111000001,21
1001101100,16
0101001001,23
0111001101,17
1000011100,16
0011101110,11
0110001010,21
0000110100,25
1100110101,16
1011111111,13
0110100101,18
0011000111,16
0000001010,16
1100100001,16
0101010010,25
0110101101,21
1011110110,16
0001100101,11
0100010010,14
0000011010,18
1111100111,10
0000000101,22
0100101110,18
1000110000,20
1100110001,20
1001010010,28
0000111000,23
0111110000,19
0000101100,23
0001100111,20
0111100111,14
1111000100,15
0011011110,18
0100111000,18
0011000001,17
1111011101,18
0100110101,18
0101110010,14
0010110100,14
1100111010,16
0010111100,15
0110011100,16
0000110101,18
1010110111,19
1100100100,16
0110101011,18
0110001110,14
0110111111,22
0000101110,20
0000010000,17
0000001100,16
1111001110,17
1001011010,23
1101000001,18
0111010011,15
0100001111,18
0001001011,20
0100111101,14
1010010100,15
0111110100,24
1010001111,22
0110001101,21
0110111000,26
1011111101,23
0101001110,27
1001000111,21
0011000110,24
1001101000,17
0111001110,16
0000111101,25
0001110000,28
0111011010,21
1010111110,14
1001100010,26
1001111111,20
0010101111,21
1110101010,22
1000101101,21
1110111110,22
0010000010,22
0011010010,18
1110010111,21
0111100110,21
1100100000,15
0101001010,19
0101100010,16
1011000110,17
0011011001,14
1101101100,19
0101111001,22
1111100001,19
0001101010,22
1111101111,18
1000101000,22
0110110101,15
1100100011,20
0011110111,24
1101111000,22
0100000010,16
1010101110,16
0110000011,23
1110111011,15
1011101110,17
0101110000,14
0101011011,19
1000101001,15
1101010010,22
0101011110,15
0011000000,15
0110000100,15
1110000110,20
1010100001,17
0011010011,13
0110011000,20
0010101011,9
1001011111,24
0010010101,16
0001111110,20
1010101000,19
1001101011,10
0000000110,21
1111100011,19
0100010110,15
0010101010,16
1101101011,16
1001101101,20
1011011111,19
1011010000,24
0110000110,21
1111101110,25
0001001111,23
0111101010,17
0111000010,6
0101010000,17
1100000100,17
0100011100,19
1110011010,25
1010010000,21
1111010111,13
1011001111,16
0000111010,15
0011000100,19
0001101101,31
1101011001,19
1011000001,13
1010111000,19
1110101001,20
1101101000,19
1110011111,18
0011001010,16
1011010011,22
0011101001,15
1101101101,13
1001110101,18
1100101010,21
1010100011,18
0111011101,22
0011011000,16
0010111001,19
1000000110,15
1101001001,21
0000110111,26
1010010110,17
1101001101,12
0000010110,20
0000101111,21
0111111001,16
0010101000,12
1000011001,16
0011010110,23
0110110001,17
0010100011,16
1011010100,16
0000101010,14
0001110110,20
0001111010,14
0111010101,19
0111100010,20
1101000110,13
1100100110,17
1011110000,16
1100001100,27
0111011111,15
1101111100,16
1101110100,15
1000011010,15
1110001011,15
1000011011,15
1010011010,13
