,0
1111101010,2197
0010011010,13
0001100100,10
0110100100,11
0111100111,12
0110010000,11
0000000011,2199
0100110101,11
1101010110,13
0101001100,9
0110010010,7
0000011100,2163
1011101101,8
0110000000,12
1111101111,11
0110011000,8
1110111100,14
1011011001,15
1010000001,12
1100110000,2190
1001111000,6
1010000011,9
1001000100,2270
0101011010,8
0001110001,12
0101001111,13
1011101000,10
1011011011,4
0110110101,12
1100111111,17
1101100000,14
0010110111,10
0100110000,11
1011011110,10
1101101000,8
1100001000,11
0010111111,11
1011110101,5
0010110101,6
1000001111,9
1111111011,7
0110001010,11
0101011101,12
0110111000,10
1110101101,10
0111000111,7
0110000101,12
0000111100,9
0111101100,8
0111011101,10
1100000100,11
1000011010,10
1101110101,8
0110111101,7
1111010011,6
0110011001,14
1011111010,12
1101000100,10
0100111111,11
1100001101,18
1111011001,9
1101011100,10
0100000100,6
1010110110,14
0011010010,14
0001101101,10
0101110110,4
1001010001,10
0110001110,7
1011111000,6
0101011000,14
1101010000,10
0101101100,13
0010001110,11
0010101011,11
1001001101,12
1110110000,5
1011101111,15
0010011101,6
0001010111,11
1111000000,8
0010100110,5
1110011111,8
0010100000,6
0101101001,14
0100000001,10
1111010110,15
1101011110,17
1000110000,9
0101010010,7
1011110100,17
1101100111,11
0100011010,5
0110001001,7
1000010010,10
0011001010,10
0100111101,5
0101000011,13
0100010101,9
0100111100,13
0100001010,8
0110101111,16
0110110100,8
1110110001,12
0001010011,7
1000100100,12
0011011010,10
1111100011,10
0101111111,11
1001101010,8
1000101010,12
1101110010,12
1110110011,6
0011110001,8
0001010101,7
0010111100,13
0001001010,5
0111111001,10
1000111101,5
1001100001,7
0011110011,7
1111111010,10
1100101100,12
0100101110,6
0001100000,8
0101100110,7
1001001001,14
1101110000,7
1101010010,6
1110011110,8
0011100001,15
1101011111,12
0000000001,11
1010101101,8
0010011100,6
0010110000,4
1111000101,11
0011011110,14
1100000001,9
0101010111,8
0110100110,7
0000101111,13
1110111000,7
1100000011,11
0001111111,11
1011101110,8
1001111001,12
1011010011,18
0011000011,5
1110000000,12
0001001100,12
0100000000,9
1111110110,12
1001010011,13
1001111010,13
0111111000,4
1011111101,8
