,0
0000000011,4020
1111101010,4012
1100110000,3894
0011101000,1
1001000100,3892
0000011100,3967
0011010001,1
1100001110,1
1010011100,2
1100110101,1
1011111101,1
0011100101,1
0101001011,2
0110100110,1
0100011000,1
0010101000,1
0101101000,2
0011110010,1
1000001101,1
0000001010,1
1010110101,1
1011011101,1
1111000111,2
0001010101,1
1010011101,1
1011100011,1
0010011111,1
0011001111,2
1011110100,1
1000001100,1
0100111101,1
0100010110,1
1101110110,1
1001111111,1
1010001110,1
1000000110,1
1111011011,1
0111010011,1
1101110010,1
1011001011,1
0001010110,1
0001100110,1
0001101101,2
0010100111,1
1010011010,1
1001110011,1
1010011111,1
1000010000,1
0101000010,1
1001000000,1
1111101111,1
0101001001,1
0011101001,2
0100011110,2
1100110111,1
0000011000,1
1011100111,1
1010101101,1
0010010100,3
1000101100,1
1000001111,1
1101011010,1
0101011110,1
1000001001,2
1110100000,1
1000100110,2
0100000000,1
0111111010,1
1111000010,1
0000000101,1
0101101001,2
1110000000,2
0000101011,1
0000110100,1
0111011000,1
0110001101,1
1010010111,1
0110101111,1
1101100011,1
1110101010,1
1101110100,1
0011000010,1
1111011001,2
1111110101,1
1100010000,1
0000000111,1
0111001110,2
1010101000,2
0101001110,2
1111111101,1
1001011000,1
0000111011,1
0011111000,1
0110100100,1
0001010111,1
0101000111,1
0101100010,1
1101011100,1
0101101101,1
1011010101,1
0010001110,1
1001110001,1
0001000111,1
1011101001,2
0100100110,1
1011000100,1
0001010001,1
1101000101,1
0010001011,1
1110000111,1
0110111101,1
0011110111,1
1111001001,1
0011110100,2
0000010000,1
0001111100,1
1100101111,1
0011001000,1
1011100010,2
1100000101,1
1111010010,1
0011000100,1
1101010101,1
1111100100,1
0010000010,1
0111110011,1
1011110000,1
0101000101,1
0110110111,1
0000111000,1
0011110110,1
1101100101,1
0111101111,1
1101011011,1
1100011011,1
0111101100,1
0001011011,1
0010110111,1
1100011110,1
1110110000,1
0110111010,1
1001000001,1
0010010011,1
1100001010,1
0000011001,1
1000001010,1
0011001110,1
0110111100,1
1111001000,1
0001110101,1
1001011010,1
1001100011,1
1000111110,1
1010100001,2
0001101100,1
0100011011,1
0101100101,1
0101110111,1
1100010110,1
1111001111,1
1000110011,1
0101010111,1
0010101110,1
1110111000,1
0000010111,1
0100100001,1
0111001001,1
1001111001,1
1111101011,1
0111101110,1
1001011100,1
0010001000,1
1101100100,1
1011010011,1
1010000111,1
0111100000,1
1000100000,1
0110111011,1
0100111100,1
0001100001,1
0101001100,1
1110111111,1
1110110101,1
0001111010,1
0001011000,1
0011010011,1
0100001010,1
1011011001,1
1000011100,1
1111100110,1
0011001001,1
1100101110,1
1010101110,1
0110101110,1
0000111110,1
0001011100,1
0011101010,1
1110010010,1
