,0
0011111011,17
0110100110,15
1100100010,25
0101000101,21
1000000000,24
0101100011,18
0011001000,17
1100110000,307
1100101001,20
0001110011,15
1000110100,16
1101010011,18
1000010001,18
0010110011,9
1010011011,23
0000100011,23
0010100000,15
0011000110,17
1111100111,26
0000011100,300
0101001110,12
0011011111,13
1111101100,25
1000000100,20
0000110110,23
1000010000,18
0000100110,13
1011010101,21
0101011001,17
1100000111,16
0100110011,22
0101110101,16
0011001010,24
1010011100,19
0101110010,20
1110111100,22
1101110000,13
0100100100,17
1001000100,306
0011011110,13
1110011110,18
0001011011,14
1101000000,24
1111110011,29
1101010110,17
0100101001,25
0110010010,19
0110000111,16
1101100111,21
0010110000,19
1101110010,20
1001101111,22
1101111100,20
1001101101,17
0010110111,18
1101100101,14
0011010001,10
1110100000,25
0000101010,11
0001000011,14
1100001010,23
0101101111,16
0101010010,18
0000100111,22
1010101000,15
0101101110,14
0001110001,18
1100010000,15
0111101101,15
1111000001,23
0110011001,27
0111110000,22
1001011000,12
1011111000,14
1010010010,24
0010011111,17
0011100101,23
0101010000,21
0011101100,13
1110110000,13
0100001110,21
1110110101,21
1101110011,20
0101000010,20
1001000010,20
1100000001,14
1110010010,23
1111011000,20
1001011100,17
1001111101,17
0011001110,15
0111001010,25
0001100001,22
1111110101,16
0111101001,26
1111111000,20
0001001111,25
0110110001,16
1011011111,21
0000100101,11
1101110101,21
0011100010,21
1011101010,18
1001000001,19
0000000110,22
0011011101,25
1011100011,15
0111101111,10
1111100000,18
1110010101,20
0000000011,308
1010001011,21
0001100101,12
0111100010,18
1001011110,19
0100001011,19
1010100000,18
0010010001,14
0011101101,14
1101010101,24
0101010110,18
0010111000,28
1101101010,24
1111110111,18
1000110011,12
0111111111,17
0001001010,21
0110101001,14
0111110010,20
1111101000,14
0110111110,21
0110100000,20
1101110111,21
1101101110,14
1010100010,21
1100011001,18
1010111111,15
0110011100,15
0101010011,23
1011010011,21
0011110100,12
1011011001,18
0111001110,16
0110000101,14
1101100010,13
0000001100,11
1100110001,20
0111010111,26
1110101111,16
1000110010,15
0000001001,18
1001011101,9
0011011100,17
0010010110,23
1000101110,23
1011111101,17
1101001010,15
1010101101,19
1110000100,10
0101111011,25
0000001011,11
1101000110,28
0110001101,20
1101100110,12
1010100001,19
1110011111,22
0100111110,16
1111101101,14
1111101010,309
0000111011,25
1010111000,22
1010000100,20
1111110001,23
1000100011,21
1110011101,23
1110101001,24
0111101000,13
1001000011,13
0000010101,22
1011110000,19
0110011101,16
0110110100,30
0110000100,17
1110011011,23
1101011100,20
1010100101,16
1011101000,15
1011111111,12
1011000111,19
1110010110,14
1011000011,16
0011011000,17
0100001000,23
1111111011,17
1000110101,8
1010000011,19
1000111101,21
0011110010,19
1110110001,13
0110000000,22
1000001110,24
0111000111,17
1011001100,17
0101100100,19
1101101000,24
1100110111,7
0100000010,27
1101010100,26
1101011010,25
1000011001,16
0000100001,18
0110010101,16
1111011010,16
1110100100,21
0111100110,18
0010001010,23
1001001001,19
1101110001,18
1101111110,26
0110011000,23
0110111101,16
1001001111,17
0011110111,11
1001010111,15
1000011110,19
1001100110,23
1100001000,16
1100101100,16
1001000101,21
0000000000,20
1011101001,29
0110110010,17
1100110100,21
0001110100,15
0000010001,26
1110010001,23
0100101000,16
0100101101,21
0000101110,12
1000100100,24
1010101011,12
0100010000,21
0100010100,19
0001001001,14
1010101111,18
1110000000,19
0010100110,18
0110000110,19
0100000111,16
0000101001,21
0010101011,16
0111111010,21
0000101011,16
0100001010,21
0001010110,15
0101011010,19
1110001010,27
0101100000,23
1001100000,20
0010000111,15
1000100111,18
1011111100,26
1011110110,20
1110001101,16
0001011110,19
1100100000,26
1110110110,19
0000000100,22
1000100110,17
0010110110,15
0001100010,18
0110000011,21
0110011011,22
0011101110,17
0100010001,22
1100011010,23
0111100011,18
0000010000,12
1010110011,12
0000011011,18
1101000111,23
1010111100,22
1000101011,18
1010000101,16
1101010111,13
0011110110,27
1000010100,11
0000010110,30
0001011101,14
0111001101,23
0110110011,26
1011111110,23
0001001000,17
0010000110,13
1010001101,19
1001111000,21
0010011001,20
0101001011,15
1110000111,15
0111011111,15
0110101010,23
1000111111,16
1010101010,19
1001110101,14
0001010101,24
0111010010,16
1010011101,21
1101101101,22
1001011011,23
0001101001,19
0001011010,18
1011100111,19
0101011000,13
1011010001,15
1000011010,19
1001001010,28
0111111110,22
1010010011,23
1010111011,21
1100001101,18
0011100110,13
0001011100,20
1000000101,17
1110111001,11
1111000011,16
1001001100,15
1101000101,16
0111011110,16
0010111111,12
0100110001,16
0110001100,18
1100110011,25
1001100100,15
0000110011,22
1000101101,18
1011000110,13
1001100101,20
0011010000,27
0111001000,11
0100000100,17
1110111110,15
0101111111,19
0101010001,20
1010101110,18
0000001010,17
1110101101,21
1000101010,18
1001000111,16
1000000110,18
0100001111,21
1101000100,23
0110101101,18
1110000110,15
0001010011,17
0001010000,25
0001111111,26
0000111010,25
1001100010,29
1101100011,20
1100100101,19
0010010011,23
0000111110,14
1110101100,24
1000000001,23
1010001010,18
0010111001,15
1001010011,22
0110101100,15
1110111011,21
0111110100,24
1010100011,21
0000110001,18
1001001000,18
1101110100,25
1110001000,14
1001110000,21
1101111001,17
1001111011,20
0010101010,24
0011000101,26
0010110001,22
0110111000,22
1000010011,23
1001100111,18
0101101011,18
0101101001,22
0011001001,20
0010100011,17
0101000000,21
0100100001,18
1011010100,25
1001111110,19
1011110101,10
0100101011,21
0110111011,16
0100010111,19
0101111101,26
1100110101,15
0011010100,17
1101100100,19
1010001000,18
0001010001,21
1100110110,15
0100111001,10
0001101111,12
0111001001,14
0100111010,13
0100011110,23
1100110010,23
0110100100,24
0001011000,16
0000010010,24
0111011010,18
1100100011,10
0000001000,15
0101000011,23
1101000010,13
1100010001,18
1001101011,10
0100011100,20
0010011100,22
1110110100,13
1000100010,25
0001100111,12
0101101010,19
0000101101,19
0101101000,21
0101110111,22
0111011101,14
1110001100,21
0110001110,18
1111000101,10
1011011101,28
1011101101,15
0101000001,24
1010110101,21
1110010011,16
1010000111,17
1001101010,21
0001000101,15
0110110110,13
0111110111,19
0011100001,25
1000100001,20
0111010011,22
0011010010,19
1001000000,13
1010010110,25
0100111000,16
0000110000,19
0011011001,14
1111010101,26
0001111001,12
0110001111,14
0010010000,25
0111000110,14
0000011001,12
1011011011,13
1010010111,31
0101011101,18
1001001011,19
0010110101,19
0100010110,26
1001011010,15
0101111100,20
1100000010,15
0001100011,27
1101010010,15
1001100001,14
0001001110,25
0111010001,19
0111100111,12
0010101110,18
0110100011,18
0111110011,12
1110101110,18
1011001010,23
1100011100,19
0111000100,18
0100100010,24
0010001000,19
0111111011,18
0111100101,15
1010010100,23
0011011010,27
0111010100,11
0000000001,26
0000011101,19
1110110010,9
0011001111,20
1011101100,21
0100100110,11
1001110010,23
0111001100,18
0000110101,17
1010011111,24
1101001000,19
0100001001,17
1101100000,12
0101010101,20
0001110010,27
1100011000,27
1000101100,14
1111001100,11
0010101001,20
0110110111,17
0011111111,17
1110001111,18
1010100110,25
0111010000,10
0000110010,22
0010000001,15
0100110111,19
1001110110,23
0001110000,19
1110111101,25
0011111100,16
1010010101,13
0101011110,13
1110001011,25
1101010001,20
1000011011,18
1100100001,17
0001101101,19
1100111101,26
1000101000,17
1000001001,21
1110001110,24
1101011101,22
0001101100,14
1100000101,18
0110110101,13
0011000111,21
0001010010,15
1100011101,21
0010001011,25
0011110101,18
0000001111,14
1000000111,18
0010000011,16
0010101111,19
0010001001,21
1111011001,21
0010000100,17
0101010111,20
0100111101,21
0010100100,16
0111110101,19
0100011011,5
0001000111,20
0000110100,19
1100101101,23
0111111100,9
0101100010,14
0111000011,16
0001000100,16
1110100011,14
1010111001,16
0111011001,18
0110101000,20
0011110011,25
1111001001,22
1010011010,17
0011001011,14
0000111000,16
1100001111,15
0111110001,15
1100000000,16
1000011101,25
0110111010,24
1000000011,19
0101001001,20
0100011101,11
0010001110,18
1100101110,16
1100111001,15
1010000000,24
0001110101,18
1111101111,15
1000001100,19
1000111010,22
0100110110,21
0001011111,21
0110010000,15
1011001000,19
0101100110,15
0001111010,16
1100111111,9
0001111100,19
0000000111,24
0101000110,14
1100000011,16
0101111010,24
1001000110,16
1111011011,20
1010101001,15
0110111100,17
0101010100,19
1100011011,19
1100011110,25
1001101100,24
0110000010,14
0010110100,15
1011010000,20
1100010011,28
1101111011,16
0110011110,17
1001010110,21
1111010111,16
0110101111,23
0011000001,21
1011101011,22
1111010001,17
0011010110,15
1000010111,17
1011001110,22
1000111011,16
