,0
0000000011,9990
0000011100,9918
1011111111,1
1010011010,1
1100101110,1
1101111100,1
0001101011,1
1110101111,1
0000011101,1
1011010000,1
0011101010,1
0010100111,1
0000001101,1
1100000001,1
0100011111,2
0000110100,1
1111100001,1
1111100011,1
0001100111,1
1010011001,1
0111001001,1
0011110110,1
0001111010,2
0010100100,1
1110101010,1
0111000011,1
1100000111,1
0111000100,1
1010000010,1
1011110100,1
1011100000,1
1000100101,1
1111100111,1
0111101000,1
1110000101,2
1110010111,1
0110001000,1
1101100011,1
1001111101,1
1011101010,1
1100001100,1
0000001011,1
1010110101,1
0010111101,1
0010100101,1
0001100000,2
0001010100,1
0111000010,1
0100010011,1
0000111010,1
0011100111,1
0110111100,1
0000101010,1
0001011111,1
0101000111,1
0111010010,1
1010110100,1
1110110010,1
1000010111,1
0000011000,1
0000101100,1
1010011110,1
1111011111,1
1011110010,1
1111100010,1
1100000000,1
1101101011,1
0000101011,1
1100110100,2
0101011111,1
0100101110,1
0010110001,1
0100100110,1
0000011110,1
0010010101,1
1001100111,1
0101101100,1
0111100010,1
1101011110,1
1100011011,1
1100001000,1
1010101000,1
1000011010,1
0111110111,1
0110011110,1
0011111001,1
0100001110,1
0011111110,1
0001010111,1
