,0
0101111101,21
1100111001,21
1001001010,19
1000011101,13
0000101100,24
1111000111,25
1111000010,20
0000011100,986
0000011011,25
0011110011,14
1110011100,32
1000101011,26
0010100111,17
0011010000,22
0101110001,13
0101011000,14
1010011110,14
1011101001,21
1100100100,19
0000010111,18
1101100110,17
1101101110,18
0000001001,15
1110110001,20
0101011101,17
1111111111,12
1100100010,12
1001100101,19
1100111010,17
1000101111,22
1010011101,20
0000000011,929
1000001110,17
1100011111,11
0111111111,29
0100100000,22
0001100010,20
0111010001,23
1010010110,14
1101101010,25
0100110110,15
0001110100,22
0011111101,17
1000001000,21
0111110101,20
0111000100,15
0001010101,17
0011001011,24
1000010111,17
1001001111,20
0110110001,20
0001010100,15
1010011000,26
1111101100,13
1110001100,15
1010111011,20
0100110011,17
0110101000,17
1010110011,20
1001101001,18
0101001100,15
1011001011,15
0010110110,16
0010001111,14
0100100100,12
1100010100,13
0111011001,18
0001101110,20
1110111011,18
1000000100,29
0100011010,9
1101000111,20
1111001010,17
1011100111,25
0111010101,20
0111001110,17
0110001100,21
1011011101,19
1100011011,16
0110100001,12
1101010110,17
0100101011,22
1000011010,17
0101001101,22
1100000001,20
1010111111,14
0000110100,22
0101111100,14
1001000101,11
1101101100,22
0100111101,15
1110110111,18
1011011100,17
0110000011,24
0001010010,18
1000101000,12
0111110110,30
1011010100,20
0001110101,21
1000010100,21
0101110000,10
1111000100,16
1010111000,16
1011100001,21
1111000110,23
0001000001,16
1101110000,19
0110111110,21
1101010001,26
1101011000,16
0010011101,16
1100100001,16
1100100110,14
0011111100,16
0110111000,17
1110000100,15
1110011110,20
1000011110,16
1110101000,21
0110011011,21
0101111111,20
0000111101,14
0001100101,22
1110001001,20
0000111100,24
0000001111,14
0011000011,26
1011110110,20
1111111110,17
0111111110,18
1011001111,17
0100101101,21
1000101101,19
0100100101,13
1001101111,24
1010101101,15
0101110010,16
0010100101,25
1101110111,24
1011101110,13
0100110111,18
0110010111,17
1111111001,16
1100010101,20
1100101010,15
0110010100,13
0110011000,15
1111001001,18
1010001100,21
1111111000,22
1101100101,14
1110101001,25
1000101110,14
1110000010,19
1010011100,18
1011011110,14
0000001011,13
1011110101,21
1000110111,20
1010001101,29
1111100101,22
0100010001,16
0001010011,13
0001011101,15
1111110001,16
0100111111,20
1100011010,16
0100000000,17
0000111001,20
1101010101,18
0100010000,20
0110110110,18
1101000000,22
1010000001,28
1011000110,19
0110011100,14
0101101110,22
1001010100,22
0001011111,17
1111110110,18
1001011111,20
0001111110,20
1101001110,19
1101011101,19
0011111110,18
0111011011,13
0000100111,23
0010110101,18
1011001000,16
1001110010,22
0101010101,12
1101001111,17
1100001010,10
1111010101,19
1000101010,21
1010111110,19
1001100111,24
0101010100,14
1110111110,19
0101001110,10
1101111010,22
0001000000,28
1010010011,15
0010000001,17
1001010001,17
0001111101,19
1100110110,19
1000100101,11
1101110110,26
0110001111,14
0110101110,15
0010010001,25
0101101010,19
1001100000,20
1011110011,11
1001101011,19
0100110000,13
1110100000,19
0101000011,19
0110111100,23
1111101000,20
0111001111,22
1111110000,14
1000111100,25
1001011100,22
0100010100,18
1011101011,19
1001101000,16
0100100110,12
1101010100,20
0100011101,23
1000111000,23
1001000001,21
1111101010,22
0000110000,15
1101011010,12
0111000101,21
1010100111,10
0000001101,12
1100000010,19
1010000000,24
0000100001,21
1111011110,16
1101001001,20
0010101001,17
0110101001,19
0110001110,16
1111100001,16
1111001101,16
1010100101,26
1110111000,14
0100010010,19
1000010101,15
0111101100,24
0000101111,17
0101100000,21
1110101111,30
1001011001,23
1101111101,16
1001111101,18
0110011101,21
1011101010,12
1000100010,23
1100001110,19
1010110001,28
1010100100,21
0100111011,22
1001101010,19
0100000001,11
0110100111,16
0101111110,14
0001010111,23
1000010000,19
0110100010,21
1010010100,20
0110100101,16
1000010110,19
1011011011,21
1000011011,23
1001110001,11
1101001010,23
1010001110,18
1101101101,13
1011100110,22
0011101110,18
1001010111,19
1100011001,19
1001111010,17
0010011010,9
1110000111,20
1111010110,18
1110110100,21
1111011001,15
0000111111,17
1110100011,18
0001101001,20
1010110111,15
0100111010,18
1000110011,15
0101000000,19
1110111001,18
0010100000,16
1001001100,18
1100001000,22
0010000011,25
0000010010,14
1100000101,18
1011101100,16
1010001010,20
1011100101,23
1110000001,22
1011010011,23
1001011010,25
1101010010,15
0000001000,20
0010110100,20
0001101111,15
1110010111,21
0011000010,13
0101000100,18
0010111001,18
0000000100,21
1101111001,23
1100000011,13
1110011101,12
1110010000,17
0101100001,18
0001000101,18
0011101111,19
1100101000,19
0011101010,11
1100011101,18
0101010010,20
0010011111,16
1010010001,19
1110110000,16
0000110111,22
0000111011,23
0111100110,23
1101111011,15
0101011001,25
0000010110,18
0110111111,14
1001110111,14
0101101111,18
0101110101,18
1001110101,23
0001110000,24
1100100101,18
0110000100,19
0101111010,24
0001100110,26
1101010111,17
1110110011,18
0010000111,21
1010110110,18
0000101001,17
0000100010,16
0110100000,20
0110111101,20
1001010110,29
1110111111,16
0011000101,23
0100010111,25
0011001101,20
1000100100,12
0010100100,14
0100011100,13
0001001101,15
0011000110,8
0011010010,26
1010010111,15
0011110110,18
0011010110,15
0111011010,13
1001010010,23
1000010011,28
0011010111,17
0111110001,24
0001111111,14
1110100010,20
1100011110,16
0001001010,18
0111001001,16
0011010011,17
0100101100,20
1100101111,12
1000001100,12
1111110010,13
1010111010,21
1010100110,15
0001101101,12
0000010011,16
1011011111,18
1111100010,13
0001100000,24
1011010111,16
0000011010,15
1001100011,23
1111001110,17
0011101100,14
1010100010,17
0101001011,19
1110001010,21
0110110000,15
1010011011,26
0001011000,15
0111111001,19
0010011000,17
0010110111,26
1101010000,16
0101001111,11
0100101000,16
0010011011,13
1111001000,25
1011111010,15
1100000111,24
0110101100,12
0111010111,16
0111111010,15
0001110001,22
0111010100,26
0101100010,21
1101001100,29
0111000111,14
0000101110,24
1000110001,16
1111010010,21
0010011001,21
1010000110,17
0111101110,19
1001010000,19
0111101101,13
1111110011,26
1101110001,17
1100001101,15
1110101110,22
0101110100,18
1111110111,12
0100101001,10
1011001001,18
0100100111,16
1001111000,17
1011100000,13
1100010000,19
0001110011,15
1100111101,13
0011001010,15
0010110001,25
1011111001,19
0111100001,29
0101010001,13
0000110011,22
1000001001,20
1001100001,21
1110100111,16
0110111001,13
0011110100,17
1000111101,20
1011100010,13
1010010000,21
1001101101,20
0100111110,18
0011011001,20
0010000000,16
1000000111,23
1110000011,14
1011000100,18
1110011011,16
0010101110,24
1011000011,11
0010001001,18
0111101010,19
0111011110,21
0101100101,18
0001101010,19
1101111111,14
1111101001,26
0111100100,13
1000101100,23
0010111100,24
1001011000,17
1000011000,8
0010101111,19
0100000100,15
1001111001,23
1001000110,19
1100010001,22
0100100001,14
1110000110,15
1110000000,15
0100000011,10
1010111100,20
0110001000,13
1010010101,18
0111110111,16
0101001000,18
0110010110,16
0000011001,13
1111011111,19
1010101001,23
0001101011,11
0111011100,19
0010010110,16
1010001001,19
0011001111,28
0100110100,23
1000011100,20
1100010111,18
1001100100,19
1011011010,21
0111100010,18
1000001101,23
0001111010,16
1000100000,20
0101011110,24
0111000010,20
0001110110,15
1101100010,20
0011100000,16
1010110000,15
0001010001,21
0001100001,21
0011111000,21
1100011000,24
1000110110,17
1011001101,17
1011001010,19
0011110010,20
1110111010,12
1101111100,19
1101100011,25
0101100111,19
1110110101,18
1110111101,20
1110101010,17
1000000000,15
0110010001,19
1001001101,16
1101001011,14
1101010011,13
0000111000,13
0010000010,22
0110010101,20
0110010000,23
0000011110,24
0000000010,15
1111100111,18
0000010000,18
0011101001,6
0000010101,15
0010010000,11
1101101111,19
1001001011,19
0100010101,19
1101011110,22
1111001100,21
0001001110,14
1100110100,13
0100110010,17
0001010000,18
0100000110,25
0010100110,22
1000010001,19
0010101101,20
0100100010,18
0001000111,24
0001111001,17
1010101010,15
0111001101,16
1110100001,18
0010001010,20
1101111000,16
1100100111,17
0100001011,16
0111111101,12
0111010010,14
0100001001,20
0100101110,22
0110001101,18
0011101000,22
0010000110,17
1100110000,17
0011000001,13
1100101101,17
1011110000,23
1001000011,23
1001011011,22
1101001101,19
0011100111,14
0001000011,18
0101011100,18
1000001010,21
0010011100,14
1111001111,21
0001111100,15
1101101000,18
1001101100,10
0110011001,18
0011001100,16
1100101001,18
1010000011,16
1111011101,16
0000111110,19
1001111110,15
0000001110,17
1111010111,24
1001000010,16
0100001101,27
0111100000,18
0100001111,15
1001011110,15
1011101111,15
1111000000,23
1111011010,17
1110110010,20
1011101101,15
0010111110,9
1001110110,12
0101110111,18
0000010100,15
0010001011,19
0011111001,13
0110000010,21
0111110100,14
1111100110,18
1110101011,17
0111011101,16
1101110100,18
1011000001,19
1010110101,13
0010111000,19
0101111011,21
1100001011,21
1101000101,16
0001011001,13
0110111011,26
1010000101,18
1011111111,16
1010001000,21
0000111010,8
0011011101,14
1100111110,16
1010011001,18
1101000001,22
1010011010,17
1011100011,13
0001110010,24
0000101011,15
0101101101,15
0100011011,15
0000100110,19
1011110111,23
0101010111,26
1011111100,14
1011111101,14
0010101011,17
0110000111,12
0111101001,21
1110000101,18
1000110010,15
1011010001,22
0011010001,18
0000110110,19
1111101111,16
0001101000,19
0111101011,23
1101100001,22
1011100100,22
0110111010,18
1011110100,16
1000000101,23
1111110101,15
1010110010,16
0111110011,17
0110100100,20
