,0
1001000100,4869
1100110000,4831
0000000011,4996
0000011100,5010
0101100100,2
1100011100,1
1011011010,3
0101110000,1
0011000010,1
0100000011,1
1011011101,1
1101100111,1
0000111101,2
0010010001,1
0001000010,1
0101111010,1
1100100001,1
1111010100,1
1011101001,1
1011111001,1
0110110000,1
1000100000,1
1001100101,1
0001001001,1
1111011000,1
1000110000,1
1011000000,1
0101011001,1
1110010101,1
0010001111,3
1100110010,1
1011100111,1
1101111111,1
0010010011,1
0100111100,1
1110100101,2
1110001110,2
0010101100,1
0100000010,1
1010101010,1
0111111100,1
0000101101,1
0111000000,1
0000000100,1
0000011000,2
1000001110,1
0011100111,2
1111100110,1
1011010011,2
1010110111,1
0110100110,1
0011010010,1
0110110010,2
0010100000,2
1100010111,1
1011000111,1
1111101011,1
0010011010,2
0011000011,1
1010100000,1
0100011001,2
1001001100,1
1011100101,1
1111010011,1
1001011010,1
1111000001,1
0010000101,1
0100001101,2
1010111011,2
1111111000,1
1001101111,1
0100110000,1
0001010000,2
1100001110,1
0111001000,2
1111001101,1
1111110110,1
1010110101,1
0100100001,1
1010000001,1
1100101100,2
1101010011,1
1110000010,1
1100111001,1
0011101111,1
0011011011,1
1110001101,1
1100010110,1
1000010111,1
0100001011,2
0010011111,1
1010111000,1
0111110001,1
1111101111,2
0000110000,1
1001100111,1
1110010110,1
1111101001,1
1111011011,1
1010100100,1
0100011100,1
1011111011,1
0010001011,1
0011000000,1
0001101101,1
0001001101,1
0011011010,2
1001011111,1
1100101011,1
0110000000,1
1001110111,1
0111011000,1
0011100010,1
1010000000,1
1100110111,1
1011100001,1
1001100001,1
1001101101,1
1000000000,2
1100000100,1
0011001100,1
0001011101,1
1000000011,1
0101101011,1
0000001110,1
0010101000,1
0010110010,1
1101011011,1
0111010000,2
0100001100,1
0010011100,1
0011100000,1
1011111101,1
0000010010,1
0111101100,2
0111110010,1
1101110011,1
0001001000,1
1111001111,1
1000011101,2
1011110101,1
1111010000,1
0011000111,2
0001000011,1
1101000000,1
1001101110,1
1101010010,1
0010001000,1
1110011000,1
0010000111,1
0010100110,1
1110111110,1
1000100110,1
0110110101,1
0100011000,1
0111111011,1
0000001100,1
1010111101,1
0110010000,1
1001110101,1
1100001111,1
0111011001,1
1101011000,1
0101101110,1
1000111011,1
1010011101,2
1001000111,1
0111001110,1
1010001011,1
0001100101,1
1011010100,1
0101111100,1
1000000111,1
0101010110,1
0011101110,1
1010011100,1
0010001101,1
1111010001,1
0110000111,1
1010001010,1
1011010111,1
0111010111,1
1001010010,1
0011010001,1
1011101010,1
1001010100,1
1011001010,1
0011001010,1
1111001001,1
0010010000,1
1100101101,1
1001111100,1
1110010001,1
0011110110,2
1010101111,1
0101101101,1
1000101101,1
1101000101,1
1000011001,1
0010111001,1
0010100001,1
1110101111,1
1001101011,1
1001011011,1
1001010001,2
0000110111,1
1011001100,1
1111110100,1
0100100010,1
1011000101,1
1100100010,1
0001110100,1
1100011011,1
1001100100,1
0111001001,1
1101101000,1
1100111110,1
0011111111,1
1000101011,1
1110101100,1
0100010110,1
0110011110,1
1111100011,1
0001000111,1
1111010101,1
1010100010,1
0010001010,1
1110110101,1
1101100101,1
0100011010,1
1100110001,1
1101101100,1
1110011011,2
0011110011,1
0000110100,1
0100110001,1
0101000110,1
0101100010,1
0101001011,1
1111111001,1
1111111110,1
0101001111,3
0111010001,1
0001011011,1
1100011001,1
1001011110,1
1101111011,1
0001111010,1
0000001010,1
1110100111,1
0001001010,1
1111111100,1
0001110110,2
0010110111,1
1001110100,1
1011111010,1
0010111011,1
0100001110,1
0101110001,1
0010101001,1
0000001111,1
1110100001,1
1101111010,1
