,0
1100110000,1399
0011111011,15
0011100010,14
0001011111,19
1101011110,20
1001000100,1440
1100110101,20
0000011100,1439
0100110111,16
0101001000,13
1010010111,21
0110110101,21
1010011101,10
0010101100,13
1111101011,17
0100111001,10
1100010001,18
1001010001,24
1011111111,13
1000001111,17
1011110010,13
0000000011,1483
0101111100,14
0011000010,13
0111111111,19
0000111110,14
1100000000,16
0001001100,18
1011100101,16
0011101011,8
0001101001,9
0010111001,17
1011101111,12
1011011011,19
1000001011,17
1111100111,8
0111011111,17
1111111001,14
1101101000,12
0100011100,17
0011001100,17
1101000101,7
1011001111,17
0111110010,13
0111110011,12
1111011010,16
0110000001,21
0100010100,14
1000110111,12
1011010110,16
1000001001,13
1110110101,22
0000000001,15
0011000111,19
0100001111,15
1000110010,13
0110010010,15
0001100110,10
1110001100,13
1110001101,14
0110011010,14
0101100111,14
1011000100,15
1111110100,11
0111000110,14
1101110000,17
1110101010,16
0110101010,11
1111110111,12
1110001010,19
0000010101,20
1000010010,10
1100110100,11
0001000101,11
1000100000,19
1110100011,14
1110111101,16
1110010111,17
1011010111,10
1010100110,14
1100100110,19
1110001001,15
0000100101,14
0010101101,14
0010000001,15
1011011010,10
0110100100,8
1011111010,7
1010101111,11
0010110111,13
1100100001,16
0010111110,17
1111001100,13
0100101000,18
0100100010,13
0110101011,11
1001011101,19
1000100101,21
0000001111,11
1000101100,14
1010111100,12
0101111010,11
0001010000,12
1101100000,14
1100111000,14
1001000101,17
1100001111,18
1101010001,16
0100110110,19
1100110010,11
1001111000,10
1000000101,10
0000011001,8
0011001111,12
1010110000,17
0011010100,11
0000101001,12
1000011101,14
1001010000,16
0010000000,15
0001110000,9
1000100001,13
0011101000,10
1100010010,14
1011001101,17
1001100110,17
1001100101,13
1110110100,22
1101100001,9
0110000010,15
1110110001,16
1010100000,16
0001001110,16
1110111011,14
1000011111,16
0010000101,10
0101001001,20
1111100011,10
0010001000,11
1001001100,13
1000000110,13
1001010110,20
0110010011,16
1111111010,15
0100011001,18
0010001011,11
0011001000,10
0010111010,12
1100010110,14
0111101101,19
0010101011,18
0000010110,16
0011010111,20
0010000010,16
0100011010,16
0110001111,19
0111100111,17
1011101110,17
1101110010,17
1001010100,22
1011110111,13
1111110001,18
0101110000,15
1110000110,17
1110011111,11
1011110101,21
0100111011,12
0111111000,12
0111100011,15
1101110111,8
0101010010,17
1011001000,15
0010111101,18
1000000000,13
0100001011,10
1101100011,12
0010010011,12
1110000111,9
1111010101,11
0011001101,16
0000111101,9
1100010011,16
1001100010,8
1111110101,10
1100110110,9
1100110011,18
0010010100,16
1010011100,10
0101000011,19
1011100011,7
0001010011,18
1110110011,14
0011110101,11
1011011111,22
0110011101,16
0000000101,17
1000111101,12
1101100110,14
0100101101,14
1111110110,16
0101110101,13
