,0
1100110000,3926
0000011100,3838
0001100011,6
1001000100,3873
0000000011,3834
1001101011,5
1011100101,6
0101110010,12
1110000100,4
1110101111,6
0010001100,6
1011011111,2
0010001111,11
1011010011,7
1110101011,9
0000011000,8
0010110110,8
1100000111,7
0010001001,5
0010101111,3
0111010100,3
0000111110,3
1010000100,5
1100010000,7
0110010001,5
1101111101,11
1101010011,8
1100101000,3
1100110111,3
0001001000,6
0101001111,7
1110001110,7
1000011111,4
0101110110,3
1001110000,3
0001100111,4
0011001001,3
1011111101,6
1101010010,8
1011100001,5
0011110010,5
1010001110,4
1101001011,9
0111100000,8
1011001001,9
1001111100,6
1111110111,7
0100110001,3
1010011111,9
1000111001,7
1010010111,6
0000110111,2
0111100010,3
0111010010,5
0100000010,1
1110100011,10
1000010111,6
0010110101,9
1110011001,7
1010101101,3
1011011101,5
1011101101,7
1101101100,5
1000010101,3
1100100100,10
1111000110,4
0001000010,3
1100101111,7
0001000110,6
1010100000,6
1011010101,6
0110010111,3
0101100001,5
0000100001,3
0001101100,5
1001000001,6
0000001111,9
0010111101,6
0111011001,8
1101001100,3
0010100110,5
0000011101,6
1111011100,5
0101110001,5
1000110000,7
0100101010,3
0000011110,5
0010011111,12
0100010011,9
0111111011,7
0111110011,3
1100111111,6
0111010110,6
0010111111,6
0101110000,4
0100011111,5
1101000001,3
1011001011,5
1100011010,4
1011010010,6
0001110111,4
0111101101,3
0010000101,5
0001010100,4
1010111110,6
0101111011,7
0110100100,5
0010011101,5
0010100101,7
1010110001,9
1011011010,9
0110011111,6
1000011000,6
0000010100,6
0000000001,8
1111101110,6
0010100100,10
1010111111,6
0000001011,11
0101000100,4
0111000010,7
0001001001,4
1000111101,4
0011101110,7
1100001000,4
1000101100,9
0100101011,3
1011000010,6
0010001000,5
1111000000,7
1011111100,7
0010010110,3
0101000010,6
1111010001,3
1111111100,3
0011111101,3
1111101100,5
0100010100,5
1011001000,8
0010110100,5
0011101000,3
1001000000,7
1100100111,6
1001010100,7
1001001101,3
