,0
0011001000,20
1001011111,25
0110111111,21
0100110110,21
0000101100,18
0011000001,20
1100000111,22
1100000011,31
0000101000,14
1001000001,17
1101000100,10
1101101111,26
1010111010,23
0011010000,17
0011100011,23
0010101000,21
0001101111,19
0100001001,14
1101000010,30
1000001100,18
0111010100,15
0000000111,16
1011111001,22
1010010010,20
1110111111,20
1001000100,176
0111011111,18
1100110111,26
1001010010,18
1111010001,17
1011000110,16
1001001001,22
0000001110,24
0011011011,23
0010011010,19
0010010011,17
0111110110,17
1100001011,14
0111011000,17
0111000001,22
0000000011,188
0001010101,13
1101011001,16
1110011010,20
1001110000,25
1010001101,21
0111101001,27
1010100010,23
0110011111,21
0011101100,18
0011111110,17
1010001110,22
1011100010,21
1110100010,19
0001111011,22
0010000010,25
0011001011,21
0010010101,19
0010001100,16
0100100011,16
1111100101,16
0011011000,28
0011110011,17
1010001011,22
0110100100,20
0110001101,25
1110000110,13
0100101011,19
0001010110,18
0010011001,21
1110101000,21
0001010001,21
0010100100,19
0011101111,22
1010101000,18
0010000011,15
1000011011,22
1110000111,22
1100011000,25
0101001110,15
0001011001,20
1100110001,15
1000010001,20
1010000111,18
0000110100,30
0100001010,18
1011010011,18
1101011011,18
1010110111,19
1111001001,15
0001000111,14
0001111110,26
1011000000,29
1010000110,14
0101111100,19
1111100010,21
1000101111,24
0100110100,16
1100110011,27
0011010001,12
1110110001,19
1110101100,15
1111101010,24
1101100101,23
1110100100,20
0101100011,23
1011011101,21
1011000001,21
1100001101,21
0101111001,24
0000001101,20
0101000111,23
1110100101,19
1110100110,15
1101111011,17
0001001000,17
1101010000,17
1110010000,19
1001011001,16
1001001110,19
0111010000,14
1000010101,14
1111100111,12
0100010011,22
0011101101,27
1101000001,17
1101100001,15
1101100110,34
0110111001,20
0101100010,11
1110001111,25
1011100100,17
0010111010,23
0000011110,17
1110110000,22
1101111111,18
0010000001,16
0111110000,24
0000010000,11
1111110010,26
0110011100,17
1111111011,18
1101110101,17
1100101000,17
1110011101,32
0111101101,18
0001011100,17
0110100001,16
1001110001,23
1001011000,22
0111001011,14
1010100110,11
1011001101,24
1011011001,20
1001101111,15
0110011101,21
0101101011,23
0001000011,19
0000001111,12
1010000001,16
0000011111,24
1111110000,19
1110110101,21
1101101011,22
0001010111,20
0110100110,19
0011001111,20
1111101100,25
0001110011,13
1111100011,19
1100001100,20
0011000100,17
1101101010,14
0101010001,24
1010110100,19
1100011110,23
0010011000,14
0000000001,16
1000111000,28
0100101110,19
0100111011,24
0100000111,21
0000011100,184
1010010111,23
1011011111,20
1111000110,16
1000011111,20
1101010010,23
1100101111,20
1000110111,12
0010011100,15
1100011001,14
1010000011,18
1010111100,24
1011101011,24
1101001100,20
1000010010,22
1100000010,26
1101010110,14
0010110110,12
0001110111,23
1001100010,17
0100110010,25
1011001111,20
1111100000,19
1010100001,21
1000011110,26
1110001000,23
1011000101,15
1000111101,17
1000000001,24
1011110110,19
1100110000,170
1110111000,16
0000011001,19
1111001100,13
1001000010,19
1010011001,21
0101011010,14
0101011110,19
0101100100,28
0110010001,12
0011110100,28
0001111000,25
1101011101,23
1011111010,20
1000000011,25
0100110101,20
1010111101,18
1011101010,30
1011110000,20
0100101001,23
0101010101,20
0100010001,18
0011000011,18
1010111110,17
1100010110,23
0001101001,18
1111001101,15
1111010110,21
1011110010,21
0110000001,19
0001001111,13
1011000011,15
1110000101,16
1101011100,20
0110010100,22
1001110011,16
1110100111,22
1101111001,29
1111011101,25
1110111110,16
1101011111,13
0010010001,17
1011000100,25
0111100101,27
0011010011,17
0100110001,20
0110100101,17
1011100110,19
1111011000,18
0010111001,23
1100101010,22
0111111101,20
1111000000,24
0100100000,19
1011111011,24
0001100000,14
1010001001,21
1010010100,20
1010101101,17
1000100101,17
0010000110,12
1100000000,21
1001011101,12
0110110100,16
1110010110,25
1100100111,20
1110100011,17
1111011001,23
0010100010,26
1101010111,20
1001001011,28
1100100000,19
0101010011,14
0100010110,14
1101010001,26
1011111111,19
1111001010,26
0000000000,14
1000111011,19
0011010110,20
0000111110,14
1100110010,10
1101011010,27
0011000110,14
0010100000,17
1011000111,21
1001111001,22
0110000000,21
0001011101,16
0111101100,17
1000100010,20
1111100001,13
0110111101,26
0011001010,19
0110000100,13
1011110101,25
1011101000,19
1000110100,23
0011101110,25
0000010100,24
1010100011,17
1111101101,17
0010001001,16
0001100011,16
1010101100,27
1111110011,20
0110111011,19
1111000100,18
1110000011,20
1100001010,25
1011100111,17
1111000111,29
1101001110,21
0011111100,18
1000000010,17
1011111110,14
0011110111,17
1111110110,16
1011011100,22
1100100001,22
0110010110,11
1100101101,21
0110011001,23
0010100111,15
1111111001,12
0000100100,20
1111011011,22
0001100100,22
1100111101,23
0110000010,22
0101010111,24
0111101110,16
1000100011,17
1011110011,13
1011011110,17
0111011100,12
1001001101,21
1011111101,21
1001111111,22
0011110000,24
1000110010,21
1110001101,19
0111000100,17
0000110001,14
0110100000,19
0110011011,23
0100100100,21
1010011100,15
0000101101,18
0101011111,17
0111101111,25
0010101111,20
0111110101,12
0101000101,25
1001011110,26
0010111000,15
0001011110,13
1111101000,15
0011110101,22
1010010101,22
1000101000,18
0011011101,16
0001001100,17
1100000110,21
1001011011,19
0010101110,18
0011111011,22
0010100001,22
1100010010,15
1100100110,22
0100000101,18
1010101111,21
1000110000,25
0001100110,18
1001001000,16
1101110011,15
0010001101,26
0011111111,19
1110110011,11
1011100011,27
1001100101,21
0011001101,14
0100101101,18
0101100001,19
0001001101,11
0000010101,24
0111001110,20
0110000110,19
1111101110,16
1000001111,23
1110010010,16
0001011000,14
1000100001,17
0001001001,16
1010010110,15
0000001010,20
1100111001,26
0010011110,24
1001101101,20
1001100110,21
1101110110,16
0001110001,21
1001001010,21
1001010110,16
0000010110,20
1100100010,17
1111111110,24
1001110101,19
1100101001,11
1101100100,20
1000011100,20
0110110111,19
0011111001,17
0101100000,21
0111111111,21
0101000001,17
1111010100,13
0010010110,14
1001111101,17
1000110011,22
0101010010,12
1110110110,22
0100011001,16
1111111100,26
1101111100,18
1111011100,27
1000000000,14
1001111110,20
0000111010,22
0000111001,24
0111010101,16
1011001001,13
0100001101,16
1011101111,22
0000100010,15
0001111101,15
1010101001,17
1011010001,11
1011001000,14
0001011010,19
1110101011,18
0010111111,19
0010110101,24
1100010011,19
0001110010,13
0100001011,18
1101001000,13
1001011100,20
1000100100,14
0001101000,16
0110001000,19
1110011011,24
0110101101,20
0110010000,16
0101111000,24
1001100001,24
0111001111,16
0101010000,24
1110000100,22
0100000011,22
0011011100,30
0010010100,14
0101001100,12
0011100010,23
0100111000,19
1101001111,17
1011101001,16
0100000110,30
0001100101,17
1010110001,23
0101001010,18
0001101010,16
0110110011,21
0000001000,21
0011110110,19
0110101001,22
1100001000,15
1011101110,15
1111000011,14
0100001110,20
1100111000,26
1100010111,16
0101001000,15
1000110101,19
1000010011,17
0100011010,19
1001100000,24
0110101011,23
1111000101,19
0010011101,15
1110110010,23
1000101110,24
0100100101,22
0101011100,21
1001000000,18
0111001101,15
1011000010,21
1110110111,15
1011010111,18
0001101101,25
1000011000,25
0011010111,21
0010110001,14
1001000101,23
1100111110,9
0000100011,19
0101010110,23
1000101001,25
1110111100,20
0101001101,16
1100111111,23
0011100000,21
1000001110,16
1100101110,17
0011000010,14
1001010001,18
